path_name,requests
survey.devographics.com/_next/static/chunks/pages/account/magic-login-14cbd46046595ca8.js,273
survey.devographics.com/surveys/stateofjs2020.png,272
survey.devographics.com/api/account/magic-login/verify-token,261
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/en-US/survey/state-of-css/2021.json,254
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/en-US/survey/state-of-js/2022.json,212
survey.devographics.com/safari-pinned-tab.svg,195
survey.devographics.com/surveys/stateofcss2020.png,194
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/en-US/survey/state-of-js/2020.json,185
survey.devographics.com/surveys/js2022@075x.png,184
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/es-ES/survey/[slug]/[year].json,168
survey.devographics.com/surveys/stateofjs2019.png,152
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ru-RU/survey/[slug]/[year].json,151
survey.devographics.com/fr-FR/survey/[slug]/[year]/[responseId]/[sectionNumber],146
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/en-US/survey/state-of-css/2020.json,140
survey.devographics.com/ru-RU/survey/[slug]/[year]/[responseId]/[sectionNumber],137
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/en.json,137
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/en/privacy-policy.json,129
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/en/account/login.json,127
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/en-US/survey/state-of-graphql/2022.json,115
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/fr-FR/survey/[slug]/[year].json,113
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/de-DE/survey/[slug]/[year].json,105
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/en-US/survey/state-of-js/2019.json,103
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/en-US/survey/state-of-js/2021.json,98
survey.devographics.com/_error,94
survey.devographics.com/de-DE/survey/[slug]/[year]/[responseId]/[sectionNumber],92
survey.devographics.com/en-US/survey/state-of-css/2021,91
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/en-US/survey/state-of-css/2021.json,73
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/zh-Hans/survey/[slug]/[year].json,68
survey.devographics.com/en-US/survey/state-of-js/2022,64
survey.devographics.com/es-ES/survey/[slug]/[year]/[responseId]/[sectionNumber],62
survey.devographics.com/en-US/survey/state-of-js/2020,59
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/es-ES.json,58
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/zh-Hant/survey/[slug]/[year].json,54
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ru-RU.json,52
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/es-ES/survey/[slug]/[year].json,51
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/fr-FR.json,50
survey.devographics.com/_next/static/css/a8bbf6065d8888f3.css.map,45
survey.devographics.com/_next/static/chunks/main-8033993b2222604e.js.map,44
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ru-RU/account/profile.json,44
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/en-US/survey/state-of-js/2020.json,44
survey.devographics.com/ja-JP/survey/[slug]/[year]/[responseId]/[sectionNumber],41
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/pt-BR/survey/[slug]/[year].json,38
survey.devographics.com/_next/static/chunks/660-257da7a1443ced32.js.map,36
survey.devographics.com/_next/static/chunks/webpack-f951ed035a87b9b9.js.map,36
survey.devographics.com/_next/static/chunks/framework-2207b02cbb6a9ac8.js.map,36
survey.devographics.com/es,35
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ko-KR/survey/[slug]/[year].json,34
survey.devographics.com/_next/static/chunks/972-335a4beecec97446.js.map,34
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/it-IT/survey/[slug]/[year].json,34
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/es-ES/account/profile.json,34
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ru-RU/privacy-policy.json,34
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/en-US/survey/state-of-css/2020.json,33
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/zh-Hans.json,33
survey.devographics.com/_next/static/chunks/235-43d389359b17d44c.js.map,33
survey.devographics.com/_next/static/chunks/464-3f3752ea34073c52.js.map,33
survey.devographics.com/zh,32
survey.devographics.com/zh-Hans/survey/[slug]/[year]/[responseId]/[sectionNumber],32
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/de-DE.json,32
survey.devographics.com/_next/static/chunks/pages/survey/%5Bslug%5D/[year]-c7ca548f08caed39.js.map,31
survey.devographics.com/_next/static/chunks/pages/index-3bf5e3105e092547.js.map,31
survey.devographics.com/_next/static/chunks/pages/_app-2ec9b1e8693378f6.js.map,29
survey.devographics.com/_next/static/chunks/pages/privacy-policy-549728aa5c433a16.js.map,29
survey.devographics.com/ru-RU/survey/[slug]/[year]/[responseId],28
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/fr-FR/privacy-policy.json,28
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/es-ES/privacy-policy.json,28
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/es/survey/[slug]/[year].json,28
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/id-ID/survey/[slug]/[year].json,27
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/fr-FR/account/profile.json,27
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/pt-PT/survey/[slug]/[year].json,26
surveyform-sigma.vercel.app/api/graphql,25
survey.devographics.com/_next/static/chunks/263-65aa848bfa9be2c1.js.map,23
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/de-DE/privacy-policy.json,23
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/en-US/survey/state-of-js/2019.json,23
surveyform-sigma.vercel.app/_error,22
survey.devographics.com/_next/static/chunks/polyfills-c67a75d1b6f99dc8.js,22
survey.devographics.com/_next/static/chunks/363a4fd7-f4fc4ee3c2af7730.js.map,22
survey.devographics.com/_next/static/chunks/pages/account/profile-ba685018e6227b0b.js.map,22
survey.devographics.com/_next/static/chunks/711-d365e0f9b8cd9897.js.map,22
survey.devographics.com/en/survey/[slug]/[year],22
survey.devographics.com/_next/static/chunks/pages/account/login-29336266e89ab371.js.map,22
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/it-IT/survey/[slug]/[year].json,21
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ua-UA/survey/[slug]/[year].json,21
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/zh-Hans/account/profile.json,20
survey.devographics.com/_next/static/chunks/pages/survey/%5Bslug%5D/%5Byear%5D/[responseId]-1a1c92378989c625.js.map,20
survey.devographics.com/_next/static/chunks/pages/survey/%5Bslug%5D/%5Byear%5D/%5BresponseId%5D/[sectionNumber]-96cddb39d52b8c6a.js.map,20
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/de-DE/account/profile.json,19
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/pl-PL/survey/[slug]/[year].json,19
survey.devographics.com/en-US/account/login,19
survey.devographics.com/fr-FR/survey/[slug]/[year]/[responseId],19
survey.devographics.com/de-DE/survey/[slug]/[year],18
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/cs-CZ/survey/[slug]/[year].json,18
survey.devographics.com/survey/state-of-css/2022/,18
surveyform-sigma.vercel.app/en-US,18
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/zh-Hans/privacy-policy.json,18
survey.devographics.com/_next/static/chunks/660-0773cb7cc9da9716.js,17
survey.devographics.com/ja-JP/survey/[slug]/[year],17
survey.devographics.com/_next/static/chunks/pages/_app-1c0fcbf9d1cb9c9f.js,17
survey.devographics.com/_next/static/fAIvC_LI45RPIw4VrbIDe/_ssgManifest.js,17
survey.devographics.com/_next/static/fAIvC_LI45RPIw4VrbIDe/_buildManifest.js,17
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/tr-TR/survey/[slug]/[year].json,17
survey.devographics.com/ru-RU/survey/[slug]/[year]/[responseId]/thanks,17
survey.devographics.com/fr-FR/survey/[slug]/[year],17
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ru-RU/account/login.json,17
survey.devographics.com/en-US/survey/state-of-css/2020,16
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ja-JP/survey/[slug]/[year].json,16
survey.devographics.com/de-DE,16
survey.devographics.com/de-DE/survey/[slug]/[year]/[responseId],16
survey.devographics.com/survey/state-of-css/,16
survey.devographics.com/ru-RU/survey/[slug]/[year],15
survey.devographics.com//plus/ad_js.php,15
survey.devographics.com//include/ckeditor/plugins/smiley/images/angel_smile.gif,15
survey.devographics.com/en-US/privacy-policy,14
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ja-JP/account/profile.json,14
survey.devographics.com/en-US/survey/state-of-js/2019,14
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/zh-Hans/account/login.json,14
survey.devographics.com/it-IT/survey/[slug]/[year]/[responseId]/[sectionNumber],14
survey.devographics.com/es-ES/survey/[slug]/[year]/[responseId],14
survey.devographics.com/_next/static/chunks/pages/survey/%5Bslug%5D/%5Byear%5D-f243e4c48c3d1de4.js,14
surveyform-sigma.vercel.app/api/account/user,14
survey.devographics.com//plus/flink_add.php,14
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/es-ES.json,13
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ja-JP.json,13
survey.devographics.com/cs-CZ/survey/[slug]/[year]/[responseId]/[sectionNumber],13
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/zh-Hant.json,13
survey.devographics.com/es-ES,13
survey.devographics.com/en/survey/[slug]/[year]/[responseId]/[sectionNumber],13
surveyform-gqv0nh055-devographics.vercel.app/_next/data/HdR4EW_TZL3FikZaW40BN/en/survey/[slug]/[year].json,13
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/de-DE/account/login.json,13
survey.devographics.com/_next/data/fAIvC_LI45RPIw4VrbIDe/en-US.json,12
survey.devographics.com/ko-KR/survey/[slug]/[year]/[responseId]/[sectionNumber],11
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/it-IT.json,11
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/es-ES/account/profile.json,11
survey.devographics.com/de-DE/survey/[slug]/[year]/[responseId]/thanks,11
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/es-ES/account/login.json,11
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/it-IT.json,11
surveyform-sigma.vercel.app/_next/data/qPcfjNTWD2akvXXjlJkSw/es/survey/[slug]/[year].json,11
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/zh-Hans/survey/[slug]/[year].json,11
survey.devographics.com/_next/static/chunks/pages/index-3527d20d6823ed2a.js,11
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/en/account/profile.json,10
survey.devographics.com/api/account/logout,10
survey.devographics.com/_next/data/HdR4EW_TZL3FikZaW40BN/en-US/survey/state-of-css/2022.json,10
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/fr-FR/account/login.json,10
survey.devographics.com/ko-KR,9
survey.devographics.com/es-ES/survey/[slug]/[year],9
survey.devographics.com/_next/data/fAIvC_LI45RPIw4VrbIDe/fr-FR/survey/[slug]/[year].json,9
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/de-DE/survey/[slug]/[year].json,9
surveyform-sigma.vercel.app/_next/data/qPcfjNTWD2akvXXjlJkSw/en-US/survey/state-of-graphql/2022.json,9
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ko-KR.json,9
surveyform-sigma.vercel.app/_next/static/chunks/main-8033993b2222604e.js,9
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ja-JP/privacy-policy.json,9
survey.stateofgraphql.com/_error,8
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/id-ID.json,8
surveyform-sigma.vercel.app/_next/static/css/a8bbf6065d8888f3.css,8
survey.devographics.com/ja-JP/survey/[slug]/[year]/[responseId],8
survey.devographics.com//plus/recommend.php,8
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/pt-PT.json,8
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/es-ES/privacy-policy.json,8
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/de/survey/[slug]/[year].json,7
surveyform-sigma.vercel.app/_next/static/qPcfjNTWD2akvXXjlJkSw/_ssgManifest.js,7
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/it-IT/privacy-policy.json,7
survey.devographics.com//d/js/acmsd/close_o.gif,7
surveyform-sigma.vercel.app/_next/static/qPcfjNTWD2akvXXjlJkSw/_buildManifest.js,7
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/tr-TR.json,7
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/zh-Hans.json,7
survey.devographics.com/zh-Hans/survey/[slug]/[year]/[responseId],7
surveyform-sigma.vercel.app/_next/static/chunks/framework-2207b02cbb6a9ac8.js,7
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/pt-PT/account/profile.json,7
survey.devographics.com/_next/data/HdR4EW_TZL3FikZaW40BN/en-US.json,7
surveyform-sigma.vercel.app/surveys/stateofjs2021.png,7
survey.devographics.com/fr-FR/survey/[slug]/[year]/[responseId]/thanks,7
surveyform-sigma.vercel.app/_next/static/chunks/pages/_app-2ec9b1e8693378f6.js,7
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/fr-FR/survey/[slug]/[year].json,7
survey.devographics.com/_next/static/chunks/263-03a459bb6d9a4e9a.js,7
survey.devographics.com//d/txt/test.txt,7
survey.stateofgraphql.com/en-US,7
survey.devographics.com//e/DoInfo/AddInfo.php,7
survey.devographics.com//e/DownSys/play/images/top_l.gif,7
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/hi-IN/survey/[slug]/[year].json,7
surveyform-pw7ekq7ex-devographics.vercel.app/_next/data/MV7XzPAyhlfy_dJLN5ifp/en/survey/[slug]/[year].json,6
surveyform-21yvkotee-devographics.vercel.app/_next/data/UPdBAQv6zMA-s0aAuBqbP/en/survey/[slug]/[year].json,6
survey.devographics.com/_next/data/fAIvC_LI45RPIw4VrbIDe/en-US/privacy-policy.json,6
survey.devographics.com/_next/data/fAIvC_LI45RPIw4VrbIDe/en-US/account/profile.json,6
surveyform-gqv0nh055-devographics.vercel.app/api/graphql,6
surveyform-9ppbmszoy-devographics.vercel.app/_next/data/fAIvC_LI45RPIw4VrbIDe/en/survey/[slug]/[year].json,6
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/fa-IR/survey/[slug]/[year].json,6
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/it-IT/account/profile.json,6
survey.devographics.com/admin/,6
survey.devographics.com/_next/static/chunks/pages/account/login-70f868dd04db139f.js,6
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ja-JP/account/login.json,6
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ua-UA.json,6
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ko-KR/privacy-policy.json,6
survey.devographics.com/it-IT/survey/[slug]/[year]/[responseId],6
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/ru-RU.json,6
surveyform-sigma.vercel.app/_next/static/chunks/webpack-f951ed035a87b9b9.js,6
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ko-KR/account/profile.json,6
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/pt-BR.json,6
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/ru-RU/survey/[slug]/[year].json,6
surveyform-sigma.vercel.app/_next/static/chunks/972-335a4beecec97446.js,6
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/en/survey/[slug]/[year].json,6
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/de-DE.json,5
surveyform-sigma.vercel.app/_next/static/chunks/pages/index-3bf5e3105e092547.js,5
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/zh-Hant/account/profile.json,5
survey.devographics.com/zh-Hans,5
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/tr-TR/account/profile.json,5
survey.devographics.com/ua-UA/survey/[slug]/[year]/[responseId]/[sectionNumber],5
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/pt-BR/survey/[slug]/[year].json,5
survey.devographics.com/fr-FR,5
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/zh-Hans/privacy-policy.json,5
surveyform-sigma.vercel.app/_next/data/qPcfjNTWD2akvXXjlJkSw/en-US/survey/state-of-css/2022.json,5
survey.devographics.com/pt-BR/survey/[slug]/[year]/[responseId],5
survey.devographics.com/ko-KR/survey/[slug]/[year]/[responseId],5
survey.devographics.com/zh-Hans/survey/[slug]/[year],5
surveyform-sigma.vercel.app/surveys/stateofgraphql2022.png,5
survey.devographics.com/ko-KR/survey/[slug]/[year],5
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/es/survey/[slug]/[year].json,5
survey.devographics.com/_next/static/chunks/pages/account/profile-72c951f26093d0ba.js,5
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/ru-RU/account/profile.json,5
survey.devographics.com/_next/data/fAIvC_LI45RPIw4VrbIDe/en-US/account/login.json,5
surveyform-sigma.vercel.app/_next/data/qPcfjNTWD2akvXXjlJkSw/en-US/survey/state-of-css/2021.json,4
surveyform-pw7ekq7ex-devographics.vercel.app/api/graphql,4
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ua-UA/account/profile.json,4
surveyform-sigma.vercel.app/_next/static/chunks/pages/survey/%5Bslug%5D/%5Byear%5D-c7ca548f08caed39.js,4
survey.devographics.com/_next/data/MV7XzPAyhlfy_dJLN5ifp/en-US.json,4
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/it-IT/privacy-policy.json,4
survey.devographics.com/pl-PL/survey/[slug]/[year]/[responseId],4
surveyform-21yvkotee-devographics.vercel.app/en-US,4
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/pt-BR/account/login.json,4
surveyform-21yvkotee-devographics.vercel.app/api/graphql,4
survey.devographics.com/_next/static/MV7XzPAyhlfy_dJLN5ifp/_ssgManifest.js,4
surveyform-sigma.vercel.app/_next/static/chunks/pages/account/login-29336266e89ab371.js,4
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/pt-BR/privacy-policy.json,4
surveyform-gqv0nh055-devographics.vercel.app/en,4
survey.devographics.com/pl-PL,4
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/cs-CZ.json,4
surveyform-gqv0nh055-devographics.vercel.app/surveys/js2022@075x.png,4
surveyform-sigma.vercel.app/_next/static/chunks/235-43d389359b17d44c.js,4
surveyform-sigma.vercel.app/images/google.png,4
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/ua-UA/privacy-policy.json,4
survey.devographics.com/_next/static/MV7XzPAyhlfy_dJLN5ifp/_buildManifest.js,4
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/cs-CZ/privacy-policy.json,4
surveyform-sigma.vercel.app/stellate-badge.svg,4
survey.devographics.com//plus/download.php,4
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/zh-Hans/account/login.json,4
survey.devographics.com/en-US/account/profile,4
survey.devographics.com/es-ES/survey/[slug]/[year]/[responseId]/thanks,4
surveyform-9ppbmszoy-devographics.vercel.app/api/graphql,4
surveyform-sigma.vercel.app/surveys/stateofcss2022.png,4
surveyform-sigma.vercel.app/_next/data/qPcfjNTWD2akvXXjlJkSw/en-US/survey/state-of-js/2020.json,4
survey.devographics.com//plus/mytag_js.php,4
survey.devographics.com/_next/data/MV7XzPAyhlfy_dJLN5ifp/en-US/survey/state-of-js/2022.json,4
survey.devographics.com/en-US/survey/[slug]/[year],4
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/it-IT/account/profile.json,4
surveyform-sigma.vercel.app/_next/static/chunks/660-257da7a1443ced32.js,4
surveyform-sigma.vercel.app/_next/data/qPcfjNTWD2akvXXjlJkSw/en-US/survey/state-of-js/2021.json,4
survey.devographics.com/_next/static/chunks/pages/_app-1c91154d62e99d07.js,4
surveyform-gqv0nh055-devographics.vercel.app/,4
surveyform-sigma.vercel.app/_next/static/chunks/464-3f3752ea34073c52.js,4
survey.devographics.com/_next/static/chunks/263-6c0d597ee2d1199f.js,4
survey.devographics.com/_next/static/chunks/pages/_app-14a6e320bb77defe.js.map,4
surveyform-sigma.vercel.app/favicon.svg,4
survey.devographics.com/_next/static/chunks/pages/_error-87319e16e320ffc5.js,4
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/zh-Hant/privacy-policy.json,4
surveyform-gqv0nh055-devographics.vercel.app/_next/static/chunks/pages/index-d7a1d99364933bce.js,3
survey.devographics.com/tr-TR/survey/[slug]/[year]/[responseId],3
survey.devographics.com/hu-HU/survey/[slug]/[year]/[responseId]/[sectionNumber],3
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/pl-PL.json,3
surveyform-sigma.vercel.app/_next/data/qPcfjNTWD2akvXXjlJkSw/es.json,3
survey.devographics.com/_next/data/qPcfjNTWD2akvXXjlJkSw/hi-IN/survey/[slug]/[year].json,3
survey.devographics.com/_next/data/UPdBAQv6zMA-s0aAuBqbP/pl-PL/survey/[slug]/[year].json,3
survey.devographics.com/_next/static/chunks/500-a25c98036ffffaba.js,3
survey.devographics.com/pt-BR,3
surveyform-gqv0nh055-devographics.vercel.app/surveys/stateofjs2019.png,3
survey.devographics.com/_next/static/chunks/706-ae1a9f8e1e93326d.js.map,3
surveyform-gqv0nh055-devographics.vercel.app/_next/static/chunks/pages/survey/%5Bslug%5D/%5Byear%5D-f428238d7d752689.js,3
